employee_id,first_name,last_name,gender,department,job_title,education_level,performance_rating,state,home_city,base_location,hiredate,birthdate,termination_date,overtime,salary,adjusted_salary
UX - 19430,Arif,Zargar,male,UI/UX & Design,UI Designer,Master,Meets,Jammu & Kashmir,Srinagar,Pune,25-04-2016,08-06-1966,,No,1662348,2813531.9672825304
SD - 19431,Chaitali,Vartak,female,Software Development,Embedded Systems Engineer,Bachelor,Meets,Maharashtra,Nagpur,Chennai,12-02-2021,15-06-1971,,No,1540640,2227036.595531031
AI - 19432,Kumar,Chidambaram,male,AI & Machine Learning,Computer Vision Engineer,PhD,Below,Tamilnadu,Tiruchirappalli,Hyderabad,28-05-2022,22-10-1969,,No,3626922,7063154.768344768
PS - 19433,Seema,Rajput,female,Product & Strategy,Strategy Consultant,PhD,Meets,Chhattisgarh,Bhilai,Kolkata,04-05-2022,23-10-1991,,No,2592040,4496799.010879379
DC - 19434,Bina,Kotak,female,Delivery & Client Services,Delivery Manager,PhD,Meets,Gujarat,Surat,Bengaluru,30-12-2021,05-10-1963,,Yes,1407580,2577934.7619926985
DB - 19435,Satyabrat,Rath,male,Databases,Database Engineer,Bachelor,Exceeds,Odisha,Cuttack,Bengaluru,29-07-2018,27-06-1972,,No,589315,806684.3952775926
CD - 19436,Gracy,Monteiro,female,Cloud & DevOps,Cloud Engineer,Bachelor,Meets,Goa,Panaji,Bengaluru,05-06-2022,21-11-1980,,No,1595503,2240425.8098154385
UX - 19437,Rafia,Lone,female,UI/UX & Design,UX Designer,Bachelor,Meets,Jammu & Kashmir,Baramulla,Pune,14-02-2022,21-11-1985,,No,1477435,2036394.3422834764
FN - 19438,Priya,Harichandan,female,Finance,Investment Analyst,PhD,Partial,Odisha,Sambalpur,Bengaluru,24-03-2015,17-06-1976,,No,2367951,4377097.499954249
QA - 19439,Naveen,Thakur,male,Quality Assurance & Testing,Manual Tester,Bachelor,Exceeds,Madhya Pradesh,Jabalpur,Bengaluru,26-05-2015,18-02-1983,,No,1052857,1441917.5027440414
QA - 19440,Geeta,Pattnayak,female,Quality Assurance & Testing,Performance Tester,Master,Meets,Odisha,Cuttack,Hyderabad,30-04-2016,26-11-1993,,No,887994,1335960.5346134282
DA - 19441,Rinhlula,Ralte,male,Data & Analytics,BI Engineer,Master,Exceeds,Mizoram,Aizawl,Bhubaneswar,08-03-2019,26-12-1976,,No,1852183,3084893.801095438
DB - 19442,Niharika,Farooqui,female,Databases,Database Reliability Engineer,Bachelor,Meets,Telangana,Khammam,Bhubaneswar,15-06-2021,04-03-1980,,No,1292290,1784497.3814297009
AI - 19443,Naresh,Pathak,male,AI & Machine Learning,GenAI Engineer,PhD,Meets,Uttar Pradesh,Prayagraj,Bengaluru,04-02-2016,29-08-1952,,Yes,3161833,6425973.1381245535
SD - 19444,Bhavna,Shukla,female,Software Development,Angular Developer,Bachelor,Meets,Madhya Pradesh,Bhopal,Pune,19-11-2018,30-05-1975,,No,2630591,3569052.9870460965
QA - 19445,Mandar,Mankeshwar,male,Quality Assurance & Testing,Security Tester,Master,Exceeds,Maharashtra,Nagpur,Pune,25-12-2023,02-10-1998,,Yes,723846,1087218.784769375
QA - 19446,Seema,Tiwari,female,Quality Assurance & Testing,Performance Tester,Bachelor,Exceeds,Madhya Pradesh,Indore,Kolkata,18-05-2017,12-03-1958,,Yes,1221105,1678689.1630964093
DC - 19447,Alaka,Adhikary,female,Delivery & Client Services,Client Services Manager,Master,Partial,Assam,Guwahati,Pune,12-01-2023,28-10-1988,,No,780561,1171660.7823076923
SD - 19448,Khushbu,Upadhyay,female,Software Development,Frontend Developer,Master,Partial,Gujarat,Surat,Bengaluru,20-08-2024,30-01-1975,,Yes,1930785,3003532.1530949073
SM - 19449,Kamla,Saxena,female,Sales & Marketing,SEO Specialist,Diploma,Meets,Uttar Pradesh,Kanpur,Hyderabad,02-04-2021,20-03-1959,,No,980819,1212860.9678639458
SD - 19450,Phulo,Nyishi,male,Software Development,Embedded Systems Engineer,Master,Meets,Arunachal Pradesh,Tawang,Bengaluru,22-02-2022,17-01-1989,,No,1814790,2744593.79886467
QA - 19451,Tashing,Dafla,female,Quality Assurance & Testing,Security Tester,Master,Exceeds,Arunachal Pradesh,Ziro,Kolkata,03-11-2018,27-10-1953,,No,1096311,1897463.6923818914
SM - 19452,Rajesh,Dixit,male,Sales & Marketing,SEO Specialist,Diploma,Meets,Maharashtra,Nashik,Bengaluru,06-08-2018,14-06-1971,03-11-2021,Yes,2219669,2709219.688970692
CD - 19453,Monika,Doshi,female,Cloud & DevOps,DevOps Engineer,Bachelor,Meets,Gujarat,Ahmedabad,Hyderabad,02-01-2022,16-10-1982,,No,2629863,3634127.831091147
FN - 19454,Ravi,Sahu,male,Finance,Financial Analyst,Bachelor,Star,Odisha,Bhubaneswar,Bengaluru,09-01-2024,28-10-1986,,No,483803,628313.3920269434
OP - 19455,Jyoti,Acharya,female,Operations,Process Improvement Analyst,Master,Meets,Odisha,Sambalpur,New Delhi,09-02-2018,12-09-1984,,No,1252984,1920506.594055444
SD - 19456,Anil,Bisoyee,male,Software Development,React.js Developer,Bachelor,Exceeds,Odisha,Sambalpur,Kolkata,19-06-2024,10-10-1982,,No,1827012,2426023.2256195587
SD - 19457,Chirag,Wagh,male,Software Development,Frontend Developer,Bachelor,Exceeds,Maharashtra,Nashik,Hyderabad,11-03-2023,01-11-1969,,No,2640918,3549114.9390794593
UX - 19458,Rekha,Srivastava,female,UI/UX & Design,UI Designer,Master,Partial,Uttar Pradesh,Noida,Bengaluru,29-10-2019,21-11-1982,,Yes,438159,716024.7575149727
QA - 19459,Omprakash,Dahiya,male,Quality Assurance & Testing,Performance Tester,Bachelor,Partial,Haryana,Faridabad,Pune,20-03-2023,25-10-2000,,No,459319,586524.1377462462
UX - 19460,Shankar,Swaminathan,male,UI/UX & Design,UI Designer,Bachelor,Meets,Tamilnadu,Madurai,Bhubaneswar,17-03-2024,19-03-1994,,No,706942,914264.3407833205
CS - 19461,Kailash,Mahale,male,Cybersecurity,Cloud Security Engineer,Bachelor,Meets,Maharashtra,Nashik,Pune,03-01-2022,14-07-1984,02-01-2023,Yes,533725,697304.0886918602
SD - 19462,Savita,Choudhary,female,Software Development,Software Engineer,Master,Meets,Madhya Pradesh,Bhopal,Chennai,15-10-2021,19-05-1996,,No,2515400,3865797.0308217183
FN - 19463,Shikha,Nagpal,female,Finance,FinOps Specialist,Master,Star,Delhi,New Delhi,Hyderabad,15-05-2024,18-10-1969,,No,600830,1017457.9768610508
PS - 19464,Deepak,Yadav,male,Product & Strategy,Innovation Strategist,PhD,Exceeds,Madhya Pradesh,Indore,Bengaluru,07-08-2023,31-12-1966,,No,2687466,5240461.437783381
SD - 19465,Akanksha,Mahapatra,female,Software Development,React.js Developer,Bachelor,Meets,Odisha,Bhubaneswar,Hyderabad,24-03-2023,21-02-1975,,Yes,1107335,1490229.918886149
DB - 19466,Neha,Sethi,female,Databases,Database Administrator (DBA),Master,Meets,Delhi,New Delhi,Bengaluru,12-12-2023,18-01-1980,,No,2323860,3589011.5143861608
CS - 19467,Shanti,Barik,female,Cybersecurity,Cloud Security Engineer,Master,Partial,Odisha,Rourkela,Pune,28-07-2023,15-01-1992,,No,3355117,5053562.378147969
CD - 19468,Bidisha,Raychaudhuri,female,Cloud & DevOps,Infrastructure as Code (IaC) Engineer,Bachelor,Star,West Bengal,Kolkata,Hyderabad,22-04-2019,09-10-1991,,No,1620601,2119307.291533953
AD - 19469,Shashi,Srivastava,female,Administration,Admin Executive,Bachelor,Exceeds,Uttar Pradesh,Varanasi,Bengaluru,04-01-2024,18-04-2002,,Yes,811351,1044839.1987845163
RD - 19470,Yashwant,Silveira,male,Research & Development (R&D),R&D Engineer,PhD,Meets,Goa,Panaji,Bengaluru,27-04-2023,27-08-1979,,Yes,2899987,5142828.571889783
RD - 19471,Jyoti,Panchal,female,Research & Development (R&D),Prototype Developer,Bachelor,Meets,Rajasthan,Bikaner,Bengaluru,21-09-2023,20-01-1960,,Yes,3104612,4463113.67209662
CS - 19472,Sathish,Yegneshwaran,male,Cybersecurity,Security Engineer,Master,Partial,Tamilnadu,Madurai,Bhubaneswar,23-09-2023,08-03-1977,,Yes,1695830,2685897.970673383
SM - 19473,Vipin,Tripathi,male,Sales & Marketing,SEO Specialist,Diploma,Meets,Madhya Pradesh,Jabalpur,Bengaluru,19-04-2018,09-01-1967,,Yes,1512790,1844083.097247247
DA - 19474,Augustine,Souza,male,Data & Analytics,BI Engineer,Bachelor,Partial,Goa,Margao,Bengaluru,01-01-2024,29-06-1999,30-11-2024,No,2338162,3055965.8369898205
AI - 19475,Maya,George,female,AI & Machine Learning,AI Engineer,Master,Meets,Kerala,Thiruvananthapuram,Pune,04-09-2017,26-02-1995,,No,1371542,2129391.034627482
SD - 19476,Darshan,Purohit,male,Software Development,React.js Developer,Master,Meets,Maharashtra,Nagpur,Bengaluru,18-08-2023,05-08-1989,,Yes,2787906,4192013.7200369746
SD - 19477,Sunita,Hota,female,Software Development,Mobile App Developer,Master,Meets,Odisha,Rourkela,Kolkata,06-11-2018,25-01-1983,,No,2316459,3737239.0170390243
AI - 19478,Aarav,Kelkar,male,AI & Machine Learning,MLOps Engineer,Master,Exceeds,Maharashtra,Pune,Bengaluru,20-12-2019,25-06-1974,,Yes,3567792,5504656.163203154
SD - 19479,Lakshmi,Huidrom,female,Software Development,Frontend Developer,Master,Meets,Manipur,Imphal,Pune,26-04-2022,18-11-1959,,Yes,770861,1299291.3872751934
CS - 19480,Latha,Murthy,female,Cybersecurity,Application Security Engineer,Master,Meets,Andhra Pradesh,Visakhapatnam,Pune,08-12-2024,27-05-1976,,No,676046,1109509.2582807317
SD - 19481,Rajesh,Sathe,male,Software Development,Software Architect,PhD,Meets,Maharashtra,Nashik,Pune,14-05-2016,09-12-1965,,No,2262046,4190092.5343311466
SD - 19482,Dinesh,Panigrahi,male,Software Development,Full-Stack Developer,Bachelor,Meets,Odisha,Rourkela,Pune,29-02-2024,06-03-1972,,Yes,1461571,2008430.1940348928
QA - 19483,Manish,Mehta,male,Quality Assurance & Testing,Manual Tester,Bachelor,Meets,Gujarat,Vadodara,Bhubaneswar,29-10-2022,27-01-1968,,No,877742,1274680.2380348516
CD - 19484,Srinivas,Chowdary,male,Cloud & DevOps,Site Reliability Engineer (SRE),Bachelor,Star,Telangana,Hyderabad,Bhubaneswar,31-01-2019,26-07-1966,,No,3234392,4694073.905872725
QA - 19485,Jehangir,Pradhan,male,Quality Assurance & Testing,QA Engineer,Master,Meets,Jharkhand,Jamshedpur,Bengaluru,04-07-2024,12-04-1981,,Yes,1374804,2189928.849213065
PS - 19486,Kamlesh,Kapoor,female,Product & Strategy,Strategy Consultant,Master,Meets,Himachal Pradesh,Shimla,Pune,19-05-2018,06-04-1966,13-04-2019,No,725540,1204425.3765568184
AI - 19487,Chandana,Sethi,female,AI & Machine Learning,MLOps Engineer,Bachelor,Exceeds,Odisha,Sambalpur,New Delhi,07-09-2016,13-09-1990,,No,3933859,5087733.1419148585
AI - 19488,Supriya,Khemundi,female,AI & Machine Learning,Deep Learning Engineer,Bachelor,Exceeds,Odisha,Cuttack,Bengaluru,21-01-2022,05-08-1968,,No,2416977,3248740.348226525
SD - 19489,Anand,Manickam,male,Software Development,Frontend Developer,Bachelor,Exceeds,Tamilnadu,Coimbatore,Pune,04-04-2019,24-09-1992,,No,1123928,1461091.4720601533
SD - 19490,Maria,D'Souza,female,Software Development,Mobile App Developer,Master,Star,Goa,Panaji,Bengaluru,07-10-2018,22-05-1979,,No,2186095,3549123.1002455214
AI - 19491,Payal,Rana,female,AI & Machine Learning,ML Engineer,Master,Meets,Gujarat,Gandhinagar,Hyderabad,06-08-2018,29-07-1992,,Yes,1127038,1741097.10867732
CD - 19492,Ravindra,Choudhury,male,Cloud & DevOps,Kubernetes Administrator,Master,Star,Odisha,Cuttack,Kolkata,09-07-2022,27-03-1972,,No,527989,877250.2880864642
SD - 19493,Debjit,Sethi,male,Software Development,Embedded Systems Engineer,Bachelor,Meets,Odisha,Cuttack,Bengaluru,08-08-2024,21-05-1975,,No,668825,900890.3294717651
QA - 19494,Nirmala,Samantray,female,Quality Assurance & Testing,Automation Tester,Bachelor,Meets,Odisha,Sambalpur,Bengaluru,22-08-2016,03-05-1985,,No,1711829,2382559.7289404054
SD - 19495,Dhara,Tiwari,female,Software Development,Software Architect,Master,Exceeds,Bihar,Patna,Pune,09-02-2023,01-06-1989,,No,1881795,2900535.384411414
AI - 19496,Rahul,Talukdar,male,AI & Machine Learning,Deep Learning Engineer,Bachelor,Below,Assam,Guwahati,Pune,06-11-2018,23-05-1964,,No,3909281,5416570.385024317
SD - 19497,Priya,Qureshi,female,Software Development,React.js Developer,Master,Below,Telangana,Warangal,Hyderabad,19-01-2019,10-10-1963,,No,845654,1421516.0471360586
PS - 19498,Surinder,Sidhu,female,Product & Strategy,Strategy Consultant,PhD,Meets,Punjab,Amritsar,Chennai,15-04-2022,27-06-1987,,No,1491090,2615028.6746032857
RD - 19499,Kavya,Sharma,female,Research & Development (R&D),Prototype Developer,Bachelor,Meets,Andhra Pradesh,Tirupati,Bengaluru,04-08-2021,14-07-1987,,No,3329604,4396894.586504559
DC - 19500,Ankit,Ambani,male,Delivery & Client Services,Client Services Manager,Master,Meets,Gujarat,Ahmedabad,Bengaluru,23-03-2017,11-11-1974,,No,2414704,4056539.3302091127
SD - 19501,Ranjana,Kumar,female,Software Development,Mobile App Developer,Master,Meets,Jharkhand,Ranchi,Pune,02-12-2020,18-10-1998,,No,1042848,1593535.9205475315
SD - 19502,Ramya,Bhat,female,Software Development,Software Programmer,Bachelor,Exceeds,Karnataka,Mangaluru,Bengaluru,04-02-2023,31-08-1990,,Yes,2175551,2808797.7193811
SD - 19503,Tsewang,Nocte,female,Software Development,Full-Stack Developer,Master,Meets,Arunachal Pradesh,Pasighat,Hyderabad,03-01-2024,03-10-1993,,No,479913,720337.4978012032
CS - 19504,Sangeetha,Goud,female,Cybersecurity,Cloud Security Engineer,Master,Partial,Andhra Pradesh,Tirupati,New Delhi,28-02-2023,17-06-1970,,No,2366505,3954787.840868862
SD - 19505,Veena,Pathania,female,Software Development,React.js Developer,Bachelor,Exceeds,Himachal Pradesh,Mandi,Bhubaneswar,01-09-2016,20-04-1975,23-02-2022,No,1774515,2486499.1252838015
SD - 19506,Rakesh,Kanungo,male,Software Development,Software Architect,PhD,Meets,Odisha,Cuttack,Bhubaneswar,26-02-2023,04-01-1978,,No,2991707,5683578.370986026
HR - 19507,Pankaj,Samantray,male,HR & People Ops,Payroll Manager,Master,Meets,Odisha,Sambalpur,Bengaluru,28-02-2023,19-01-1990,,No,1262128,1925783.2563056184
SD - 19508,Asha,Narasimha,female,Software Development,Software Programmer,Bachelor,Meets,Andhra Pradesh,Kakinada,Bengaluru,19-09-2022,01-09-1981,,No,712249,945393.9067738598
DB - 19509,Parag,Shinde,male,Databases,Data Warehouse Developer,Bachelor,Partial,Maharashtra,Nashik,New Delhi,03-11-2022,30-05-1978,,No,2307726,3104767.5971340295
DC - 19510,Kusumita,Panigrahi,female,Delivery & Client Services,Account Delivery Lead,Master,Meets,Odisha,Rourkela,Bengaluru,25-11-2019,12-03-1991,,No,2465220,3698539.1183849215
SD - 19511,Anindita,Bagchi,female,Software Development,Embedded Systems Engineer,Master,Exceeds,West Bengal,Kharagpur,Pune,25-02-2016,19-07-1980,,No,2102273,3465782.4977203817
IT - 19512,Vishnu,Shekhawat,male,IT Support,Network Engineer,Bachelor,Meets,Rajasthan,Udaipur,Hyderabad,16-02-2018,25-03-1965,,Yes,641899,942754.7410294658
DA - 19513,Suraj,Tripathi,male,Data & Analytics,Data Analyst,Master,Meets,Bihar,Patna,Bhubaneswar,03-07-2020,24-09-1989,,No,2665016,4251139.915268834
SD - 19514,Milind,Carvalho,male,Software Development,Angular Developer,Master,Partial,Goa,Margao,Kolkata,05-07-2023,02-10-1998,,No,1600527,2457750.932845946
CS - 19515,Pallavi,Pujari,female,Cybersecurity,Security Engineer,Bachelor,Meets,Odisha,Rourkela,Bengaluru,21-01-2024,02-02-1987,,No,1954447,2601420.6565100905
DC - 19516,Sourav,Ghosh,male,Delivery & Client Services,Client Services Manager,PhD,Meets,West Bengal,Kolkata,Bengaluru,19-11-2024,26-05-1989,,No,2014943,3641676.4425114472
CD - 19517,Shankar,Pereira,male,Cloud & DevOps,DevOps Engineer,Master,Meets,Goa,Margao,Chennai,24-12-2021,19-05-1983,,Yes,2304259,3533997.281797166
QA - 19518,Mario,Lobo,male,Quality Assurance & Testing,Test Architect,Master,Exceeds,Goa,Margao,Hyderabad,24-01-2022,15-09-1999,13-09-2022,Yes,1227364,1873597.2058142666
AD - 19519,Vidhi,Modi,female,Administration,Front Desk Officer,Diploma,Partial,Gujarat,Ahmedabad,Bengaluru,16-05-2016,16-11-1964,,No,676201,879598.2105740942
CD - 19520,Pallavi,Kashyap,female,Cloud & DevOps,DevOps Engineer,Master,Meets,Jharkhand,Ranchi,Pune,04-12-2022,06-09-1975,,No,1029215,1720984.031979693
SD - 19521,Milind,Sawant,male,Software Development,Angular Developer,Bachelor,Meets,Goa,Margao,Kolkata,21-06-2016,15-12-1980,,Yes,1274091,1712778.4236195113
DA - 19522,Binny,Hill,female,Data & Analytics,Data Analyst,Master,Partial,Arunachal Pradesh,Pasighat,Bhubaneswar,15-03-2024,06-02-1963,,Yes,2563972,4063704.081494635
RD - 19523,Seema,Kundu,female,Research & Development (R&D),Prototype Developer,Master,Meets,Haryana,Rohtak,Bengaluru,09-02-2018,11-01-1988,,No,1312195,2091742.256550846
DB - 19524,Rajni,Nongthombam,female,Databases,Data Governance Specialist,Bachelor,Meets,Manipur,Imphal,Hyderabad,17-11-2024,23-05-1963,,No,2407691,3593503.3420811417
SD - 19525,Bhavesh,Dixit,male,Software Development,React.js Developer,Master,Meets,Maharashtra,Nagpur,Hyderabad,23-07-2021,05-11-1972,,Yes,1366900,2131980.771238768
SD - 19526,Sanjay,Ranade,male,Software Development,React.js Developer,Bachelor,Star,Maharashtra,Mumbai,Pune,13-10-2024,27-07-1980,,Yes,2864032,3903438.5503562354
SD - 19527,Archana,Verma,female,Software Development,Embedded Systems Engineer,Bachelor,Meets,Uttar Pradesh,Noida,Bengaluru,28-10-2020,20-03-1995,,No,456607,585029.117326708
DA - 19528,Vilas,Chitale,male,Data & Analytics,Data Engineer,Bachelor,Meets,Maharashtra,Pune,Bengaluru,01-09-2024,17-12-1973,,No,1158529,1601222.5511493327
DA - 19529,Satyendra,Rao,male,Data & Analytics,Analytics Consultant,Master,Meets,Madhya Pradesh,Bhopal,Bengaluru,10-01-2021,24-07-1993,,No,404452,628150.9465288661
QA - 19530,Meena,Jaiswal,female,Quality Assurance & Testing,Automation Tester,Bachelor,Star,Madhya Pradesh,Jabalpur,Bengaluru,11-02-2023,07-06-1992,,No,1450330,1916515.3384805792
DA - 19531,Bina,Yobin,female,Data & Analytics,Data Engineer,Bachelor,Partial,Arunachal Pradesh,Ziro,Bengaluru,05-01-2021,28-11-2001,,No,1117264,1434807.4524680167
DB - 19532,Nisha,Shukla,female,Databases,Database Reliability Engineer,Bachelor,Meets,Jharkhand,Ranchi,Bhubaneswar,28-04-2022,11-05-1969,,No,2112633,2830557.383396786
SD - 19533,Kamalika,Das,female,Software Development,Angular Developer,Bachelor,Partial,Assam,Guwahati,Bengaluru,20-08-2019,29-03-1989,,Yes,2838713,3826630.770366709
AI - 19534,Kalpana,Sengupta,female,AI & Machine Learning,MLOps Engineer,Master,Meets,West Bengal,Durgapur,Hyderabad,23-09-2023,24-05-1989,,Yes,3535473,5569604.34036616
IT - 19535,Radha,Seth,female,IT Support,System Administrator,Bachelor,Star,Odisha,Sambalpur,Bengaluru,20-10-2023,21-01-1994,,No,402162,529551.1649081229
SD - 19536,Hema,Solanki,female,Software Development,Tech Lead,Master,Below,Rajasthan,Bharatpur,Bhubaneswar,20-09-2024,18-11-1974,,No,1552916,2481267.524591829
PS - 19537,Pankaj,Chaturvedi,male,Product & Strategy,Portfolio Manager,Master,Meets,Uttar Pradesh,Kanpur,Pune,27-07-2019,31-08-1971,,No,3029328,4940446.1586184455
SD - 19538,Shantanu,Upadhye,male,Software Development,Embedded Systems Engineer,Master,Exceeds,Maharashtra,Pune,Hyderabad,17-01-2017,07-08-1989,,No,2424541,3870843.048843109
IT - 19539,Bidisha,Biswal,female,IT Support,IT Support Specialist,Diploma,Meets,Odisha,Sambalpur,Pune,23-09-2021,09-10-2001,,No,589172,659727.9768653929
QA - 19540,Sumit,Mukherjee,male,Quality Assurance & Testing,Security Tester,Bachelor,Meets,West Bengal,Durgapur,New Delhi,08-12-2015,13-06-1955,,Yes,932560,1279694.9761729033
LC - 19541,Rohit,Kushwaha,male,Legal & Compliance,Legal Counsel,Master,Meets,Chhattisgarh,Bhilai,Pune,13-12-2021,16-07-1963,,Yes,2377298,4019125.872977797
SD - 19542,Rashmi,Katti,female,Software Development,Mobile App Developer,Bachelor,Meets,Karnataka,Hubli,Bengaluru,20-12-2023,05-12-1994,,No,2189269,2843699.127447365
SD - 19543,Pynskhem,Sangma,male,Software Development,Software Programmer,Bachelor,Exceeds,Meghalaya,Shillong,Bengaluru,15-10-2022,17-11-1963,,Yes,948769,1410983.2947716922
RD - 19544,Tanmay,Hota,male,Research & Development (R&D),Prototype Developer,Master,Meets,Odisha,Sambalpur,Pune,25-12-2021,01-11-1983,,No,2166745,3382914.0366974263
AI - 19545,Neelam,Raturi,female,AI & Machine Learning,Deep Learning Engineer,Bachelor,Exceeds,Uttarakhand,Rishikesh,Bhubaneswar,19-09-2016,01-02-1961,,Yes,3970748,5930830.162355995
DB - 19546,Sunita,Kashyap,female,Databases,SQL Developer,Master,Partial,Bihar,Patna,Hyderabad,17-02-2016,15-05-1961,,No,1285564,2244929.8646728764
FN - 19547,Tarsem,Bath,male,Finance,Investment Analyst,PhD,Star,Punjab,Amritsar,Bengaluru,22-01-2019,21-07-1984,,No,399898,741692.0727402726
SM - 19548,Ritwika,Sarkar,female,Sales & Marketing,Account Manager,Bachelor,Meets,West Bengal,Kolkata,Kolkata,18-05-2020,28-07-1960,,No,1258399,1707478.74521263
SD - 19549,Priya,Rajeshwar,female,Software Development,Full-Stack Developer,Bachelor,Meets,Andhra Pradesh,Amaravati,Bengaluru,05-02-2023,28-04-1958,,No,1538265,2104529.3844395117
AI - 19550,Lobuk,Khamba,male,AI & Machine Learning,NLP Scientist,Bachelor,Meets,Arunachal Pradesh,Ziro,Hyderabad,06-05-2018,28-09-1959,,No,3924141,5758271.270621229
DC - 19551,Rajbala,Poonia,female,Delivery & Client Services,Engagement Manager,PhD,Exceeds,Haryana,Rohtak,Bengaluru,05-08-2022,26-09-1964,,No,2317231,4412822.657239161
DA - 19552,Angela,Pacheco,female,Data & Analytics,Analytics Consultant,Master,Star,Goa,Margao,Hyderabad,23-03-2017,29-04-1964,24-02-2018,No,796008,1285768.0104344627
SD - 19553,Malini,Thirumalai,female,Software Development,Mobile App Developer,Bachelor,Meets,Tamilnadu,Coimbatore,Bengaluru,08-04-2021,02-02-1981,,No,1040025,1416956.4414940178
DA - 19554,Archana,Dalai,female,Data & Analytics,Statistician,PhD,Meets,Odisha,Bhubaneswar,Hyderabad,04-03-2017,08-05-1975,13-06-2021,No,456497,836125.3039277318
AI - 19555,Harish,Nadar,male,AI & Machine Learning,Computer Vision Engineer,PhD,Exceeds,Tamilnadu,Coimbatore,Bhubaneswar,12-04-2020,15-09-1980,,Yes,3667864,6768786.141623294
FN - 19556,Saurabh,Pathak,male,Finance,Accountant,Master,Meets,Bihar,Patna,Hyderabad,11-10-2021,19-10-1974,,No,1868755,3028717.7086329763
PS - 19557,Sonal,Bhagat,female,Product & Strategy,Innovation Strategist,PhD,Exceeds,Bihar,Patna,Bengaluru,14-05-2024,14-12-1982,,No,718452,1274926.4954739916
QA - 19558,Jagdish,Baghel,male,Quality Assurance & Testing,Automation Tester,Bachelor,Exceeds,Chhattisgarh,Bhilai,Hyderabad,18-05-2015,06-03-1988,,No,717263,954507.7012254776
CSRV - 19559,Ashwini,Modak,female,Customer Service,Customer Success Engineer,Master,Meets,Maharashtra,Nagpur,Bengaluru,23-10-2023,21-03-1997,,No,402365,607692.2370988374
DC - 19560,Lal,Stephen,male,Delivery & Client Services,Engagement Manager,PhD,Meets,Kerala,Kozhikode,Bengaluru,31-12-2024,01-03-1983,,No,2144776,3946598.7932149563
SD - 19561,Prajakta,Abhyankar,female,Software Development,Frontend Developer,Master,Meets,Maharashtra,Pune,Kolkata,13-06-2020,15-06-1978,,No,738836,1189591.2454735045
PS - 19562,Sharada,Narasimha,female,Product & Strategy,Product Director,Master,Meets,Andhra Pradesh,Visakhapatnam,Bengaluru,05-09-2021,10-09-1988,,No,1867809,2934141.247664274
SM - 19563,Akash,Shirke,male,Sales & Marketing,Content Writer,Master,Star,Maharashtra,Pune,Hyderabad,28-03-2021,05-07-1978,,No,330150,506274.3756818591
UX - 19564,Deepa,Reddy,female,UI/UX & Design,Interaction Designer,Master,Meets,Tamilnadu,Tiruchirappalli,Kolkata,11-12-2022,20-04-1983,,No,906417,1414567.1755388693
UX - 19565,Mehnaz,Sheikh,female,UI/UX & Design,Product Designer,Bachelor,Meets,Jammu & Kashmir,Baramulla,Hyderabad,12-02-2020,02-07-1975,,No,1824352,2417085.251276049
SD - 19566,Lawi,Nongrum,female,Software Development,Backend Developer,Master,Partial,Meghalaya,Jowai,Kolkata,19-07-2023,06-12-1993,,No,1134205,1715251.4208373846
SM - 19567,Deepak,Mahajan,male,Sales & Marketing,Digital Marketer,Master,Exceeds,Himachal Pradesh,Mandi,Pune,25-02-2019,02-09-1974,,No,1927377,3132528.4478087802
IT - 19568,Rupal,Yadav,female,IT Support,IT Support Specialist,Bachelor,Meets,Bihar,Patna,Pune,18-06-2018,29-12-1995,,Yes,1078967,1443013.65951711
UX - 19569,Shanti,Kushwaha,female,UI/UX & Design,UI Designer,Bachelor,Star,Chhattisgarh,Raipur,Pune,30-01-2022,12-12-1984,,Yes,1822781,2500428.5796951167
SD - 19570,Surendra,Kushwaha,male,Software Development,Angular Developer,Bachelor,Partial,Uttar Pradesh,Kanpur,New Delhi,21-05-2023,09-04-1998,,No,1442128,1914603.6158726888
QA - 19571,Urvashi,Doshi,female,Quality Assurance & Testing,Performance Tester,Bachelor,Below,Gujarat,Vadodara,Bengaluru,28-08-2024,31-08-1998,,Yes,1019744,1303492.1560245685
SD - 19572,Rakesh,Behera,male,Software Development,Embedded Systems Engineer,Bachelor,Meets,Odisha,Bhubaneswar,Pune,02-02-2023,15-11-2003,,No,2889442,3621620.7805243786
AI - 19573,Sanjay,Mishra,male,AI & Machine Learning,Prompt Engineer,Master,Below,Bihar,Patna,Bengaluru,26-03-2019,20-11-1971,,Yes,3041758,4940363.881509887
IT - 19574,Harbhajan,Pannu,male,IT Support,Network Engineer,Master,Meets,Punjab,Ludhiana,Pune,11-01-2016,15-03-1976,,No,703333,1175876.1199350678
HR - 19575,Anitha,Mohan,female,HR & People Ops,Payroll Manager,Master,Exceeds,Kerala,Thiruvananthapuram,Bengaluru,16-06-2020,24-12-1990,,No,1058991,1631420.6240065945
CS - 19576,Shantanu,Barve,male,Cybersecurity,Penetration Tester,Bachelor,Meets,Maharashtra,Nagpur,Bengaluru,11-08-2019,17-03-1967,,No,1582983,2139680.778320337
SD - 19577,Teja,Sarma,male,Software Development,Mobile App Developer,Master,Partial,Andhra Pradesh,Visakhapatnam,Hyderabad,10-10-2023,03-01-1992,,No,2204787,3450371.218563547
SD - 19578,Hrishikesh,Bapat,male,Software Development,Frontend Developer,Master,Meets,Maharashtra,Nagpur,Pune,17-09-2021,15-02-1976,,No,709447,1148565.6373101538
